"concept","frequency","relative_frequency-across_texts","relative_percentage-across_texts","tf-idf","gram_type","number_of_texts"
"uk-pl-brent","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lkpzone","4","0.0023952095808383233","2.073301577264175E-5","1.7027131013448772E-4","single","1"
"nutricious","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"work_toward","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"muni","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"drun","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"disagreement","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"lattupally","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"reinstated","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"drum","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"jka","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"stephen","21","0.012574850299401197","1.0884833280636919E-4","5.678439146954746E-4","single","20"
"jeopardize","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"drug","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"answering","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"repercussions","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"gruesen","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"indian","10","0.005988023952095809","5.183253943160437E-5","3.328068319955056E-4","single","6"
"needlessly","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"instrument","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"yolanda","8","0.004790419161676647","4.14660315452835E-5","2.830584945597294E-4","single","4"
"impermissibly","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"milgrom","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"fought","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"re-attaching","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"advisor","12","0.00718562874251497","6.219904731792525E-5","3.8147464755765954E-4","single","8"
"bridging","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"nearing","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"grosvenor","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"barretto","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"mumm","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"forbidden","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"advance","40","0.023952095808383235","2.073301577264175E-4","9.597415546191676E-4","single","36"
"sugar","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"rooting","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"benmar","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"speculate","4","0.0023952095808383233","2.073301577264175E-5","1.559002787071762E-4","single","2"
"elliott","6","0.003592814371257485","3.109952365896262E-5","2.1229387091979704E-4","single","4"
"itz","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ity","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"teachers","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"although","72","0.04311377245508982","3.7319428390755147E-4","0.0015307289544463506","single","61"
"branney","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"potter","9","0.005389221556886228","4.6649285488443934E-5","2.9952614879595504E-4","single","6"
"disabusing","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"bosses","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"spank","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"throat","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"collonges","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"jorge","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"lozano","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"terribly","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"iso","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"small_change","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","ngram","1"
"sylvia","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"ist","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"undercollections","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"gdc-chi","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"warren","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"prev","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"prep","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"loaded","8","0.004790419161676647","4.14660315452835E-5","2.543164317051064E-4","single","8"
"chanaba","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"wilamette","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"commence","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"ita","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"turnovers","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"terrible","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"preso","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ryall","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"ite","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"advocate","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"ith","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"abolish","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"binders","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"machinery","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"press","34","0.02035928143712575","1.7623063406745486E-4","8.664787154643092E-4","single","27"
"minimum","26","0.015568862275449102","1.3476460252217137E-4","6.902004082681791E-4","single","22"
"hasnt","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"retrade","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ancillary","14","0.008383233532934131","7.256555520424612E-5","4.2194498367845596E-4","single","11"
"joret","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"esca","5","0.0029940119760479044","2.5916269715802187E-5","1.9487534838397025E-4","single","2"
"iron","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"absolute","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"estoken","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"worrisome","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"builds","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"switzer","3","0.0017964071856287425","1.554976182948131E-5","1.277034826008658E-4","single","1"
"contrary","10","0.005988023952095809","5.183253943160437E-5","3.248168108049506E-4","single","7"
"dicking","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"sirrine","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rates","95","0.05688622754491018","4.924091246002416E-4","0.0019590309383011578","single","69"
"emergence","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"exmerge","268","0.16047904191616766","0.0013891120567669972","0.003641670355155737","single","268"
"michigan","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"assignment","46","0.027544910179640718","2.384296813853801E-4","0.00124384857504723","single","20"
"unles","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"invested","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"ive","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"rated","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"dezembro","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"lateral","14","0.008383233532934131","7.256555520424612E-5","4.2886121979257336E-4","single","10"
"ipr","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ipo","2","0.0011976047904191617","1.0366507886320875E-5","8.513565506724386E-5","single","1"
"offsite","9","0.005389221556886228","4.6649285488443934E-5","2.9233512972445553E-4","single","7"
"emergency","25","0.014970059880239521","1.2958134857901093E-4","7.421981335680671E-4","single","12"
"pric","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"requiring","12","0.00718562874251497","6.219904731792525E-5","3.675953312507771E-4","single","10"
"eteorologist","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"columnist","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"unwilling","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"friends","68","0.0407185628742515","3.524612681349097E-4","0.0015019519005249847","single","52"
"curious","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"first-ever","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"subsequently","6","0.003592814371257485","3.109952365896262E-5","1.9968409919730336E-4","single","6"
"datadocumentation","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"iris","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"esai","6","0.003592814371257485","3.109952365896262E-5","2.2124064633827057E-4","single","3"
"sign-up","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"ion","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"britaldo","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"prix","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"nichols","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"ios","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"iou","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"spare","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"meagher","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"spark","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"catherine","8","0.004790419161676647","4.14660315452835E-5","2.5985344864396046E-4","single","7"
"vary","4","0.0023952095808383233","2.073301577264175E-5","1.4749376422551374E-4","single","3"
"rumor","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"verdone","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"demilec","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"desirable","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"ipe","3","0.0017964071856287425","1.554976182948131E-5","1.1692520903038214E-4","single","2"
"argued","4","0.0023952095808383233","2.073301577264175E-5","1.415292472798647E-4","single","4"
"unlikely","10","0.005988023952095809","5.183253943160437E-5","3.1179054579134945E-4","single","9"
"maximize","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
"prio","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"amanda","2","0.0011976047904191617","1.0366507886320875E-5","7.79501393535881E-5","single","2"
"oldest","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"allowances","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"joslyn","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"walking","5","0.0029940119760479044","2.5916269715802187E-5","1.7112851063862987E-4","single","5"
"dominance","1","5.988023952095808E-4","5.183253943160438E-6","4.256782753362193E-5","single","1"
"argues","3","0.0017964071856287425","1.554976182948131E-5","1.1062032316913529E-4","single","3"
